filename,page_index,text_length_ocr,text_length_gt,character_accuracy,character_error_rate,sequence_similarity,jaccard_similarity,table_count_pred,table_count_ref,table_teds,table_structure_similarity,table_content_similarity,table_cell_accuracy,formula_count,formula_average_accuracy,formula_correct_count,composite_score
scihub_j.ejcts.2011.04.042.pdf_3,2871,2050,2515,0.769,0.231,0.7404,0.9275,1,1,100.0,1.0,1.0,1.0,,,,84.6
scihub_j.jallcom.2003.09.015.pdf_1,2884,2759,3069,0.792,0.208,0.6232,0.9726,1,1,100.0,1.0,1.0,1.0,,,,86.14
scihub_j.jmb.2003.10.009.pdf_4,2889,3232,3553,0.8992,0.1008,0.739,0.971,1,1,100.0,1.0,1.0,1.0,,,,93.28
scihub_j.jnutbio.2010.09.015.pdf_0,2890,2590,4523,0.5621,0.4379,0.277,0.85,0,0,,,,,,,,56.21
scihub_j.physe.2007.10.027.pdf_0,2898,2678,3909,0.6389,0.3611,0.4828,0.9036,0,0,,,,,,,,63.89
scihub_jai.12343.pdf_3,2909,1039,1181,0.8247,0.1753,0.5243,0.9123,2,2,100.0,1.0,1.0,1.0,,,,88.31
scihub_jb%2Fmvh022.pdf_1,2910,2844,3126,0.9015,0.0985,0.7581,0.8904,1,1,100.0,1.0,1.0,1.0,,,,93.43
scihub_jee%2Ftoaa103.pdf_2,2915,4766,5816,0.811,0.189,0.6303,0.9506,0,0,,,,,,,,81.1
scihub_jgh.13044.pdf_2,2917,1330,1229,0.6417,0.3583,0.3415,0.7681,1,1,100.0,1.0,1.0,1.0,,,,76.11
scihub_jneurosci.16-15-04625.1996.pdf_2,2922,3803,3591,0.7636,0.2364,0.5147,0.8625,2,1,0.0,0.0,0.0,0.0,,,,50.91
scihub_journal.pone.0166577.pdf_5,2925,37,0,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
scihub_jp.2017.29.pdf_0,2930,3492,5565,0.6155,0.3845,0.6161,0.9136,0,0,,,,,,,,61.55
scihub_jps.21547.pdf_7,2931,2409,2844,0.8347,0.1653,0.1439,0.9032,1,1,100.0,1.0,1.0,1.0,,,,88.98
scihub_md.0000000000002934.pdf_0,2938,3627,3925,0.8366,0.1634,0.6004,0.987,0,0,,,,,,,,83.66
scihub_mol.66.4.921.pdf_1,2941,4176,4639,0.8849,0.1151,0.6836,0.9167,1,1,100.0,1.0,1.0,1.0,,,,92.33
scihub_prrv.2001.0150.pdf_0,2954,2244,3316,0.6595,0.3405,0.759,0.8955,0,0,,,,,,,,65.95
scihub_pssa.201330411.pdf_0,2955,3407,4239,0.7642,0.2358,0.3238,0.9277,0,0,,,,,,,,76.42
scihub_s00381-021-05138-3.pdf_3,2989,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
scihub_s00586-010-1656-7.pdf_3,2994,2812,3042,0.9168,0.0832,0.5473,0.9524,2,2,100.0,1.0,1.0,1.0,,,,94.45
scihub_s00784-003-0233-4.pdf_1,2995,2706,3023,0.8483,0.1517,0.5526,0.8955,1,1,100.0,1.0,1.0,1.0,,,,89.89
scihub_s00894-012-1568-z.pdf_2,2996,2715,3329,0.7669,0.2331,0.3739,0.9577,1,1,100.0,1.0,1.0,1.0,,,,84.46
scihub_s11661-013-1726-7.pdf_2,2970,1776,2428,0.7216,0.2784,0.4857,0.8308,1,1,100.0,1.0,1.0,1.0,,,,81.44
scihub_s12237-014-9873-7.pdf_4,3015,441,0,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
scihub_s12935-018-0683-z.pdf_0,3018,1127,3153,0.3492,0.6508,0.2364,0.831,0,0,,,,,,,,34.92
yanbaopptmerge_0b41cf8ff07c565b2b3eed6b269c036bb41bc38effea5d0d11b90c69d07fac21.pdf_1,1,52,52,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_0c79d327060dbf9f1582d03c235dadb039533a19091d2c0d24f2ad95d267f79b.pdf_2,2,1110,1096,0.9918,0.0082,0.9927,0.9943,1,1,100.0,1.0,1.0,1.0,,,,99.45
yanbaopptmerge_0dd24976bcc395ad595cf73b411d627e14c19ba0299bb3fa0d8108993d079545.pdf_8,8,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_11eeaa31ab6171a9d1ea55aeb0b167e51bffeaa8a83a97cb5e2c3fb7963bf1bf.pdf_7,7,14,15,0.9333,0.0667,0.9655,0.9286,1,1,100.0,1.0,1.0,1.0,,,,95.56
yanbaopptmerge_1c5f17c3dfa38c45b86802b9d014da18.pdf_1372,3062,2560,3548,0.7161,0.2839,0.6094,0.9524,0,0,,,,,,,,71.61
yanbaopptmerge_2325ef43385f09f3c8539d0f817edf9b39a086325d416958e4b481904f9867db.pdf_12,12,104,128,0.8125,0.1875,0.8966,0.8298,1,1,100.0,1.0,1.0,1.0,,,,87.5
yanbaopptmerge_293df2702e017fa1e78f6fe9b42d64ce.pdf_928,928,2262,2340,0.4273,0.5727,0.505,0.8788,0,0,,,,,,,,42.73
yanbaopptmerge_2b8553b00244437fa3e502aa2d3d319ed74459a1e264a4fdd9ecc14ce46609d5.pdf_2,2,0,21,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
yanbaopptmerge_2d0d871a074b4818b16b4425cafac8dd221d91fbde8deae28efba2af50359c50.pdf_1,1,532,547,0.9671,0.0329,0.9361,0.9713,1,1,100.0,1.0,1.0,1.0,,,,97.81
yanbaopptmerge_2f4902871606698497c53ccb18d3fec2f83d05047d883cd65bbce26bfb27bcd2.pdf_1,1,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_3aa9b6677e17fd012b0a7a230b9f18db.pdf_1327,1327,1470,1718,0.7631,0.2369,0.5621,0.9692,1,1,100.0,1.0,1.0,1.0,10,0.297,0,75.12
yanbaopptmerge_3f514841b9bba3e68710fde7af9562d36a424736a356ece18bb5eea86b43ada5.pdf_15,15,363,392,0.9235,0.0765,0.9589,0.963,1,1,100.0,1.0,1.0,1.0,,,,94.9
yanbaopptmerge_4304d65458262c3161cf5d0440c6a56851222ce1da3d7886cdd2320ce2222c4a.pdf_7,7,281,319,0.6959,0.3041,0.8367,0.8216,2,2,100.0,1.0,1.0,1.0,,,,79.73
yanbaopptmerge_46f23989f000d2a83058955c99cdcc1220d6649f16db4f5719d356aa5ced01bc.pdf_7,7,197,234,0.8248,0.1752,0.826,0.8824,1,1,100.0,1.0,1.0,1.0,,,,88.32
yanbaopptmerge_51e549c0d1a2669ac976409fcf99ce91908b1e0a07f0fc70d92263abf6d07f18.pdf_1,1,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_5473246b8da789b9bfdeef53a70c4d72afd480415d5cbcedb83d105856710328.pdf_8,8,870,1019,0.8499,0.1501,0.9158,0.9236,2,2,100.0,1.0,1.0,1.0,,,,89.99
yanbaopptmerge_56df5dde920f95a11bf5b9d69353fbd82045f3fec4f553bc928a0b50c136f99a.pdf_3,3,579,436,0.6651,0.3349,0.8512,0.8376,2,2,100.0,1.0,1.0,1.0,,,,77.68
yanbaopptmerge_593a9a157e4d56a5a57eb14f1d1beec5.pdf_944,944,3160,3257,0.9401,0.0599,0.7028,1.0,0,0,,,,,,,,94.01
yanbaopptmerge_6b6ed54523980841c1a28a656d0295ec638cf50c991c16cafec715237c83919f.pdf_31,31,615,635,0.9669,0.0331,0.92,0.9742,1,1,100.0,1.0,1.0,1.0,,,,97.8
yanbaopptmerge_6ffacf656934424ef14b39750f1d93926693dd8b7fa925859f1349d253ba2566.pdf_2,2,915,951,0.9453,0.0547,0.9689,0.9577,1,1,100.0,1.0,1.0,1.0,,,,96.35
yanbaopptmerge_70a45bf10fb90ae0c91d44a11e0a97a8f9515d85626b54eb50a80b6146e5c2bf.pdf_10,10,168,231,0.2961,0.7039,0.3609,0.4255,1,2,0.0,0.0,0.0,0.0,,,,19.74
yanbaopptmerge_7c6e8be0695a66c716176c95257a76e940f7d08d8227b37e9ee47142eca6b448.pdf_5,5,272,272,1.0,0.0,0.9816,0.9922,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_903cf6cd7820b5463e95c5aaab9f16134f9853cd7963567497337527e73b9bcc.pdf_7,7,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_9081a70ff98b3e7d640660a9412c447d.pdf_1287,1287,3473,122,0.0,1.0,0.0523,0.5517,0,0,,,,,130,0.1995,10,4.6
yanbaopptmerge_9882208cc25205150eeb522e78541631.pdf_501,501,1970,2780,0.3825,0.6175,0.3983,0.9474,1,0,0.0,0.0,0.0,0.0,,,,25.5
yanbaopptmerge_PattPatelCh12.pdf_27,27,20,0,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
yanbaopptmerge_SE05.pdf_7,7,315,353,0.881,0.119,0.7395,0.973,0,0,,,,,,,,88.1
yanbaopptmerge_SE14.pdf_1,1,496,521,0.9347,0.0653,0.5841,0.9333,0,0,,,,,,,,93.47
yanbaopptmerge_SE17.pdf_10,10,738,771,0.9812,0.0188,0.7369,0.9762,0,0,,,,,,,,98.12
yanbaopptmerge_SE20.pdf_2,2,507,551,0.8652,0.1348,0.7883,0.9302,1,0,0.0,0.0,0.0,0.0,,,,57.68
yanbaopptmerge_a822e4cc59988e86ed9654dff1252cc3593961abf1aee12087c522068f2c54e2.pdf_2,2,109,115,0.9304,0.0696,0.9643,0.987,2,2,100.0,1.0,1.0,1.0,,,,95.36
yanbaopptmerge_abef2a4978ae4d13e931f0392502bd40.pdf_1130,1130,694,2081,0.297,0.703,0.1867,0.9032,0,0,,,,,,,,29.7
yanbaopptmerge_abef2a4978ae4d13e931f0392502bd40.pdf_1287,1287,2552,1737,0.0,1.0,0.104,0.8824,0,0,,,,,140,0.212,8,4.89
yanbaopptmerge_aec1bf4ddb8fb4996b0512e90b3bfb31c9b151919f5d7b4a4f658f4b1f762b9e.pdf_2,2,53,77,0.6883,0.3117,0.4769,0.7143,1,1,100.0,1.0,1.0,1.0,,,,79.22
yanbaopptmerge_b96c77724a4dcf5e1c535d2d4e8f77b26255cf5c4561d37e11fcff640a74919a.pdf_7,7,1109,1180,0.8737,0.1263,0.9332,0.9492,1,1,100.0,1.0,1.0,1.0,,,,91.58
yanbaopptmerge_ba38a4c7e8f15937f3ae537cf2de2cd5.pdf_104,104,1887,3221,0.567,0.433,0.3117,0.8,0,0,,,,,,,,56.7
yanbaopptmerge_baa6d02928efcac46ccf7dfd3859de565cfb0bea918ae0ec0eed50944a7c20b4.pdf_11,11,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_bde265c4886a63cc9a96575991522f2abfce961325fcd4884fabd9a79c423ffa.pdf_2,2,433,469,0.8955,0.1045,0.9401,0.9119,2,2,100.0,1.0,1.0,1.0,,,,93.03
yanbaopptmerge_c75b0a56d8f1b31d04fbe97f776244f25f5238f6cada15fb4007f8bfb17bdf9f.pdf_1,1,0,0,1.0,0.0,1.0,1.0,2,1,0.0,0.0,0.0,0.0,,,,66.67
yanbaopptmerge_c894b375daca22d041c8a35946295d0a73d6589ad7c3d1d39d8664a2666372bf.pdf_10,10,259,259,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_cf41c3f5ddc7509959ef643ca6308d5ae90f3e87708855d6770df564b749fe7b.pdf_3,3,830,825,1.0,0.0,0.997,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_d346b889f1d85c61950a71d4b0ac2752.pdf_89,89,2833,4085,0.6911,0.3089,0.222,0.9833,1,1,100.0,1.0,1.0,1.0,,,,79.4
yanbaopptmerge_d4fc7cba428625974e93183edfccea73.pdf_89,89,2851,3076,0.9005,0.0995,0.6486,0.9242,1,1,100.0,1.0,1.0,1.0,1,0.7619,0,90.51
yanbaopptmerge_e3b48594d5a2a6dc86b51244737f24867a0c1781e9f0e4fb52d96bbc6f9d95c7.pdf_3,3,15,0,0.0,1.0,0.0,0.0,3,3,100.0,1.0,1.0,1.0,,,,33.33
yanbaopptmerge_e60b3b61281e87ddf42f9321a9e6ef9d.pdf_159,159,2310,2601,0.8797,0.1203,0.7245,0.9683,2,2,100.0,1.0,1.0,1.0,,,,91.98
yanbaopptmerge_ee19df4a08e3d07ac1190446f5b3dd3f25438c661b87cf4fbb9040ac5fac443b.pdf_1,1,492,513,0.9531,0.0469,0.9532,0.9954,1,1,100.0,1.0,1.0,1.0,,,,96.88
yanbaopptmerge_fa82190001969f29ed969fe5034956ba12f782219a8345468bb6593cba7ffc48.pdf_2,2,1156,1153,1.0,0.0,0.9987,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_m3_Unit_1_Where_did_you_go.pdf_5,5,28,40,0.625,0.375,0.7353,0.7083,0,0,,,,,,,,62.5
yanbaopptmerge_yanbaoPPT_1015,1015,24,43,0.5349,0.4651,0.6866,0.5833,0,0,,,,,,,,53.49
yanbaopptmerge_yanbaoPPT_1020,1020,18,0,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
yanbaopptmerge_yanbaoPPT_1080,1080,116,138,0.8188,0.1812,0.8898,0.84,0,0,,,,,,,,81.88
yanbaopptmerge_yanbaoPPT_1090,1090,83,86,0.8953,0.1047,0.9112,0.9821,0,0,,,,,,,,89.53
yanbaopptmerge_yanbaoPPT_1120,1120,103,103,0.9806,0.0194,0.9806,1.0,0,0,,,,,,,,98.06
yanbaopptmerge_yanbaoPPT_120,120,7,174,0.0402,0.9598,0.0773,0.1129,0,0,,,,,,,,4.02
yanbaopptmerge_yanbaoPPT_1220,1220,24,10,0.0,1.0,0.1765,0.1739,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_1225,1225,14,69,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_1235,1235,22,6,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_1360,1360,238,236,0.9195,0.0805,0.9451,0.9404,0,0,,,,,,,,91.95
yanbaopptmerge_yanbaoPPT_1375,1375,79,82,0.3293,0.6707,0.6087,0.9138,0,0,,,,,,,,32.93
yanbaopptmerge_yanbaoPPT_145,145,159,160,0.9371,0.0629,0.9655,0.9457,0,0,,,,,,,,93.71
yanbaopptmerge_yanbaoPPT_1465,1465,216,313,0.6645,0.3355,0.6578,0.9241,0,0,,,,,,,,66.45
yanbaopptmerge_yanbaoPPT_1475,1475,24,60,0.4,0.6,0.5714,0.5641,0,0,,,,,,,,40.0
yanbaopptmerge_yanbaoPPT_150,150,22,25,0.88,0.12,0.9362,1.0,0,0,,,,,,,,88.0
yanbaopptmerge_yanbaoPPT_1615,1615,135,141,0.9291,0.0709,0.9638,0.8286,0,0,,,,,,,,92.91
yanbaopptmerge_yanbaoPPT_1625,1625,0,30,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_1685,1685,0,21,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_1695,1695,10,5,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
yanbaopptmerge_yanbaoPPT_1710,1710,58,66,0.8636,0.1364,0.9194,0.9091,0,0,,,,,,,,86.36
yanbaopptmerge_yanbaoPPT_1735,1735,113,110,0.9727,0.0273,0.9865,0.9875,0,0,,,,,,,,97.27
yanbaopptmerge_yanbaoPPT_1745,1745,101,102,0.9314,0.0686,0.9458,0.9565,0,0,,,,,,,,93.14
yanbaopptmerge_yanbaoPPT_1810,1810,84,50,0.2,0.8,0.6716,0.5833,0,0,,,,,,,,20.0
yanbaopptmerge_yanbaoPPT_1820,1820,0,4,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_1825,1825,65,231,0.2554,0.7446,0.3851,0.4783,0,0,,,,,,,,25.54
yanbaopptmerge_yanbaoPPT_1835,1835,62,66,0.9394,0.0606,0.9688,0.9592,0,0,,,,,,,,93.94
yanbaopptmerge_yanbaoPPT_2400,2400,538,637,0.7222,0.2778,0.783,0.9217,0,0,,,,,,,,72.22
yanbaopptmerge_yanbaoPPT_2460,2460,46,563,0.0444,0.9556,0.0821,0.5312,0,0,,,,,5,0.0722,0,5.08
yanbaopptmerge_yanbaoPPT_2545,2545,126,127,0.9764,0.0236,0.9802,0.9861,0,0,,,,,,,,97.64
yanbaopptmerge_yanbaoPPT_2825,2825,0,67,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_2845,2845,15,15,1.0,0.0,1.0,1.0,0,0,,,,,,,,100.0
yanbaopptmerge_yanbaoPPT_2950,2950,357,370,0.9568,0.0432,0.9656,0.9834,0,0,,,,,,,,95.68
yanbaopptmerge_yanbaoPPT_3125,3125,341,417,0.8129,0.1871,0.8945,0.9194,0,0,,,,,,,,81.29
yanbaopptmerge_yanbaoPPT_3150,3150,154,156,0.9359,0.0641,0.9677,1.0,0,0,,,,,,,,93.59
yanbaopptmerge_yanbaoPPT_3215,3215,114,110,0.7091,0.2909,0.8393,0.8778,0,0,,,,,,,,70.91
yanbaopptmerge_yanbaoPPT_3290,3290,124,118,0.8983,0.1017,0.9504,0.9667,0,0,,,,,,,,89.83
yanbaopptmerge_yanbaoPPT_335,335,279,276,0.9928,0.0072,0.9874,0.985,0,0,,,,,,,,99.28
yanbaopptmerge_yanbaoPPT_3395,3395,36,39,0.973,0.027,0.96,0.9722,1,1,100.0,1.0,1.0,1.0,,,,98.2
yanbaopptmerge_yanbaoPPT_3930,3930,74,80,0.8831,0.1169,0.8961,0.8667,0,0,,,,,,,,88.31
yanbaopptmerge_yanbaoPPT_4000,4000,2,73,0.0274,0.9726,0.0533,0.0385,0,0,,,,,,,,2.74
yanbaopptmerge_yanbaoPPT_4010,4010,6,111,0.0561,0.9439,0.1026,0.1091,0,0,,,,,,,,5.61
yanbaopptmerge_yanbaoPPT_4020,4020,91,53,0.25,0.75,0.6806,0.7049,0,0,,,,,,,,25.0
yanbaopptmerge_yanbaoPPT_4050,4050,262,294,0.8401,0.1599,0.9029,0.8645,0,0,,,,,,,,84.01
yanbaopptmerge_yanbaoPPT_4095,4095,329,330,0.9939,0.0061,0.9954,0.9948,0,0,,,,,,,,99.39
yanbaopptmerge_yanbaoPPT_4115,4115,251,277,0.9025,0.0975,0.9318,0.9071,0,0,,,,,,,,90.25
yanbaopptmerge_yanbaoPPT_4125,4125,351,464,0.7026,0.2974,0.5325,0.9184,0,0,,,,,,,,70.26
yanbaopptmerge_yanbaoPPT_4150,4150,63,74,0.3194,0.6806,0.4964,0.7959,0,0,,,,,,,,31.94
yanbaopptmerge_yanbaoPPT_4185,4185,62,93,0.6667,0.3333,0.8,0.8421,0,0,,,,,,,,66.67
yanbaopptmerge_yanbaoPPT_4245,4245,0,5,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_4275,4275,0,41,0.0,1.0,0.0,0.0,1,1,100.0,1.0,1.0,1.0,,,,33.33
yanbaopptmerge_yanbaoPPT_4285,4285,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
yanbaopptmerge_yanbaoPPT_4310,4310,55,57,0.9474,0.0526,0.9107,0.8421,0,0,,,,,1,0.3387,0,80.69
yanbaopptmerge_yanbaoPPT_4330,4330,0,4,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_4380,4380,290,290,0.9931,0.0069,0.9966,0.9877,0,0,,,,,,,,99.31
yanbaopptmerge_yanbaoPPT_4460,4460,76,78,0.9744,0.0256,0.974,0.9483,0,0,,,,,,,,97.44
yanbaopptmerge_yanbaoPPT_455,455,183,188,0.9415,0.0585,0.9542,0.8438,0,0,,,,,,,,94.15
yanbaopptmerge_yanbaoPPT_4565,4565,207,248,0.8105,0.1895,0.7121,0.9118,0,0,,,,,,,,81.05
yanbaopptmerge_yanbaoPPT_4570,4570,1026,1074,0.9143,0.0857,0.921,0.9225,0,0,,,,,,,,91.43
yanbaopptmerge_yanbaoPPT_4615,4615,93,91,0.967,0.033,0.9674,1.0,0,0,,,,,,,,96.7
yanbaopptmerge_yanbaoPPT_4630,4630,343,390,0.8667,0.1333,0.9168,0.9124,0,0,,,,,,,,86.67
yanbaopptmerge_yanbaoPPT_4635,4635,36,37,0.973,0.027,0.9863,1.0,0,0,,,,,,,,97.3
yanbaopptmerge_yanbaoPPT_4660,4660,68,75,0.9067,0.0933,0.951,0.9545,0,0,,,,,,,,90.67
yanbaopptmerge_yanbaoPPT_4710,4710,47,27,0.0,1.0,0.6216,0.5833,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_4750,4750,167,191,0.8429,0.1571,0.8994,0.9647,0,0,,,,,,,,84.29
yanbaopptmerge_yanbaoPPT_4770,4770,64,63,0.6508,0.3492,0.8031,0.9767,0,0,,,,,,,,65.08
yanbaopptmerge_yanbaoPPT_4820,4820,256,256,0.9961,0.0039,0.9883,0.9677,0,0,,,,,,,,99.61
yanbaopptmerge_yanbaoPPT_485,485,51,55,0.9091,0.0909,0.9623,1.0,0,0,,,,,,,,90.91
yanbaopptmerge_yanbaoPPT_4900,4900,81,85,0.9529,0.0471,0.9518,0.9608,0,0,,,,,,,,95.29
yanbaopptmerge_yanbaoPPT_495,495,381,371,0.9326,0.0674,0.9495,0.9305,0,0,,,,,,,,93.26
yanbaopptmerge_yanbaoPPT_4975,4975,0,9,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_5,5,74,75,0.9467,0.0533,0.953,0.9464,0,0,,,,,,,,94.67
yanbaopptmerge_yanbaoPPT_5070,5070,5,5,1.0,0.0,1.0,1.0,0,0,,,,,,,,100.0
yanbaopptmerge_yanbaoPPT_5175,5175,103,104,0.9904,0.0096,0.9952,0.9872,0,0,,,,,,,,99.04
yanbaopptmerge_yanbaoPPT_520,520,32,18,0.0,1.0,0.36,0.3929,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_5205,5205,128,126,0.9921,0.0079,0.9921,0.9853,0,0,,,,,,,,99.21
yanbaopptmerge_yanbaoPPT_5245,5245,135,177,0.7644,0.2356,0.859,0.8319,0,0,,,,,,,,76.44
yanbaopptmerge_yanbaoPPT_5300,5300,6,42,0.0952,0.9048,0.2083,0.3158,0,0,,,,,,,,9.52
yanbaopptmerge_yanbaoPPT_5305,5305,49,34,0.5588,0.4412,0.8193,0.775,0,0,,,,,,,,55.88
yanbaopptmerge_yanbaoPPT_5345,5345,34,34,1.0,0.0,0.9706,0.9375,0,0,,,,,,,,100.0
yanbaopptmerge_yanbaoPPT_5350,5350,0,102,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_5435,5435,35,40,0.725,0.275,0.8533,0.7941,0,0,,,,,,,,72.5
yanbaopptmerge_yanbaoPPT_5540,5540,274,295,0.9119,0.0881,0.9279,0.9669,0,0,,,,,,,,91.19
yanbaopptmerge_yanbaoPPT_5555,5555,40,41,0.9756,0.0244,0.9877,0.9706,0,0,,,,,,,,97.56
yanbaopptmerge_yanbaoPPT_5560,5560,31,36,0.7778,0.2222,0.8358,0.7353,0,0,,,,,,,,77.78
yanbaopptmerge_yanbaoPPT_5620,5620,46,48,0.9583,0.0417,0.9787,0.9512,0,0,,,,,,,,95.83
yanbaopptmerge_yanbaoPPT_5675,5675,129,144,0.8611,0.1389,0.8938,0.8272,0,0,,,,,,,,86.11
yanbaopptmerge_yanbaoPPT_5685,5685,177,174,0.9598,0.0402,0.9402,0.9444,0,0,,,,,,,,95.98
yanbaopptmerge_yanbaoPPT_5885,5885,19,28,0.6786,0.3214,0.8085,0.8,0,0,,,,,,,,67.86
yanbaopptmerge_yanbaoPPT_5930,5930,141,144,0.9792,0.0208,0.9895,0.9894,0,0,,,,,,,,97.92
yanbaopptmerge_yanbaoPPT_5940,5940,0,33,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_5945,5945,325,326,0.911,0.089,0.9032,0.9307,0,0,,,,,,,,91.1
yanbaopptmerge_yanbaoPPT_5980,5980,109,118,0.9224,0.0776,0.9339,0.9041,0,0,,,,,,,,92.24
yanbaopptmerge_yanbaoPPT_6025,6025,138,166,0.7892,0.2108,0.8684,0.8681,0,0,,,,,,,,78.92
yanbaopptmerge_yanbaoPPT_6070,6070,76,67,0.8806,0.1194,0.9371,0.9592,0,0,,,,,,,,88.06
yanbaopptmerge_yanbaoPPT_6130,6130,170,180,0.8389,0.1611,0.8914,0.9216,0,0,,,,,,,,83.89
yanbaopptmerge_yanbaoPPT_6170,6170,115,118,0.9322,0.0678,0.9528,0.9516,0,0,,,,,,,,93.22
yanbaopptmerge_yanbaoPPT_620,620,10,33,0.2424,0.7576,0.3721,0.2667,0,0,,,,,,,,24.24
yanbaopptmerge_yanbaoPPT_685,685,86,86,1.0,0.0,1.0,1.0,0,0,,,,,,,,100.0
yanbaopptmerge_yanbaoPPT_70,70,199,200,0.985,0.015,0.9925,1.0,0,0,,,,,,,,98.5
yanbaopptmerge_yanbaoPPT_725,725,63,64,0.9531,0.0469,0.9764,0.95,0,0,,,,,,,,95.31
yanbaopptmerge_yanbaoPPT_745,745,22,29,0.7586,0.2414,0.8627,0.85,0,0,,,,,,,,75.86
yanbaopptmerge_yanbaoPPT_750,750,16,21,0.7619,0.2381,0.8649,0.7619,0,0,,,,,,,,76.19
yanbaopptmerge_yanbaoPPT_770,770,0,11,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_805,805,51,52,0.9808,0.0192,0.9903,1.0,0,0,,,,,,,,98.08
yanbaopptmerge_yanbaoPPT_820,820,158,160,0.9875,0.0125,0.9937,1.0,0,0,,,,,,,,98.75
yanbaopptmerge_yanbaoPPT_825,825,201,206,0.9709,0.0291,0.9828,0.9789,0,0,,,,,,,,97.09
yanbaopptmerge_yanbaoPPT_840,840,85,85,0.9882,0.0118,0.9882,1.0,0,0,,,,,,,,98.82
yanbaopptmerge_yanbaoPPT_870,870,64,64,0.9688,0.0312,0.9219,0.98,0,0,,,,,,,,96.88
yanbaopptmerge_yanbaoPPT_90,90,37,7,0.0,1.0,0.3182,0.2917,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_935,935,1,138,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
yanbaopptmerge_yanbaoPPT_985,985,92,76,0.6184,0.3816,0.7976,0.7627,0,0,,,,,,,,61.84
yanbaor2_001c0e4e970dcae8f91980266459d41aa0fd9c54245320b5d41d9651c4fc575d.pdf_26,26,1529,1849,0.8118,0.1882,0.6963,0.8971,0,0,,,,,,,,81.18
yanbaor2_001c0e4e970dcae8f91980266459d41aa0fd9c54245320b5d41d9651c4fc575d.pdf_46,46,649,650,0.8969,0.1031,0.9284,0.9091,0,0,,,,,,,,89.69
yanbaor2_0071908e787f90267682e19ef093bb18dda6e1c1614534c445ddd62c425b3a94.pdf_36,36,2979,3182,0.923,0.077,0.9313,1.0,0,0,,,,,,,,92.3
yanbaor2_0071908e787f90267682e19ef093bb18dda6e1c1614534c445ddd62c425b3a94.pdf_44,44,3554,3681,0.9622,0.0378,0.3395,1.0,0,0,,,,,,,,96.22
