filename,page_index,text_length_ocr,text_length_gt,character_accuracy,character_error_rate,sequence_similarity,jaccard_similarity,table_count_pred,table_count_ref,table_teds,table_structure_similarity,table_content_similarity,table_cell_accuracy,formula_count,formula_average_accuracy,formula_correct_count,composite_score
exam_paper_en-file-putnam-archive_2007_Solutions_2007s_page_003,3,5930,6005,0.8909,0.1091,0.5972,0.9744,0,0,,,,,2,0.6977,0,84.63
exam_paper_en-file-putnam-archive_2007_Solutions_2007s_page_004,4,4081,4051,0.8247,0.1753,0.6158,0.9762,0,0,,,,,6,0.5183,0,75.4
exam_paper_en-file-putnam-archive_2007_Solutions_2007s_page_005,5,610,590,0.8627,0.1373,0.7083,0.9149,0,0,,,,,4,0.827,2,85.45
exam_paper_en-file-putnam-archive_2008_Problems_2008_page_001,1,3474,3462,0.825,0.175,0.6315,0.8961,0,0,,,,,2,0.6833,1,79.23
exam_paper_en-file-putnam-archive_2008_Solutions_2008s_page_004,4,4904,4767,0.8976,0.1024,0.7836,0.962,0,0,,,,,6,0.7434,2,86.2
exam_paper_en-file-putnam-archive_2008_Solutions_2008s_page_005,5,5454,5292,0.8477,0.1523,0.4835,0.9231,0,0,,,,,5,0.8333,3,84.44
exam_paper_en-file-putnam-archive_2008_Solutions_2008s_page_007,7,2261,2230,0.9058,0.0942,0.6034,0.9531,0,0,,,,,9,0.8074,5,88.31
exam_paper_en-file-putnam-archive_2009_Problems_2009_page_001,1,2906,3254,0.8112,0.1888,0.0831,0.9737,0,0,,,,,5,0.6897,1,78.32
exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_001,1,3492,3617,0.8502,0.1498,0.7877,0.9024,0,0,,,,,7,0.8131,4,84.16
exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_002,2,4225,4118,0.8932,0.1068,0.7395,0.9494,0,0,,,,,8,0.8145,5,87.5
exam_paper_en-file-putnam-archive_2009_Solutions_2009s_page_003,3,5467,5256,0.8814,0.1186,0.7117,0.9114,0,0,,,,,5,0.834,3,87.05
exam_paper_en-file-putnam-archive_2010_Solutions_2010s_page_001,1,4729,5206,0.7807,0.2193,0.4926,0.9367,0,0,,,,,8,0.8039,6,78.61
exam_paper_en-file-putnam-archive_2010_Solutions_2010s_page_005,5,3580,3510,0.8137,0.1863,0.5247,0.973,0,0,,,,,5,0.7903,1,80.83
exam_paper_en-file-putnam-archive_2011_Problems_2011_page_001,1,3448,3688,0.8332,0.1668,0.6427,0.9333,0,0,,,,,9,0.8158,6,82.92
exam_paper_en-file-putnam-archive_2011_Solutions_2011s_page_002,2,4429,4370,0.8021,0.1979,0.601,0.9241,0,0,,,,,9,0.7741,4,79.56
exam_paper_en-file-putnam-archive_2011_Solutions_2011s_page_003,3,3689,3779,0.847,0.153,0.6366,0.971,0,0,,,,,12,0.8675,11,85.18
exam_paper_en-file-putnam-archive_2012_Solutions_2012s_page_001,1,4815,4821,0.8519,0.1481,0.5782,0.9176,0,0,,,,,5,0.76,2,83.07
exam_paper_en-file-putnam-archive_2013_Problems_2013_page_002,2,1212,1282,0.8892,0.1108,0.6929,0.9831,0,0,,,,,2,0.54,0,80.86
exam_paper_en-file-putnam-archive_2014_Problems_2014_page_001,1,3153,3209,0.8505,0.1495,0.8073,0.9747,0,0,,,,,6,0.8269,4,84.51
exam_paper_en-file-putnam-archive_2014_Solutions_2014s_page_003,3,4460,4352,0.894,0.106,0.1977,0.9634,0,0,,,,,10,0.8077,7,87.41
exam_paper_en-file-putnam-archive_2015_Problems_2015_page_001,1,2758,2911,0.8361,0.1639,0.6749,0.9114,0,0,,,,,7,0.8706,5,84.41
exam_paper_en-file-putnam-archive_2015_Solutions_2015s_page_005,5,4499,4316,0.7875,0.2125,0.6006,0.9726,0,0,,,,,6,0.7794,3,78.57
exam_paper_en-file-putnam-archive_2015_Solutions_2015s_page_006,6,2265,2190,0.8826,0.1174,0.6851,0.9412,0,0,,,,,10,0.5608,0,80.84
exam_paper_en-file-putnam-archive_2016_Solutions_2016s_page_002,2,4485,4509,0.9297,0.0703,0.4857,0.9429,0,0,,,,,5,0.9336,5,93.06
jiaocai_71434495.pdf_0,1036,1658,2068,0.6813,0.3187,0.547,0.9557,1,1,100.0,1.0,1.0,1.0,13,0.7971,7,78.91
jiaocai_P0-9.pdf_9,1383,1308,1509,0.8516,0.1484,0.7213,0.9259,0,0,,,,,,,,85.16
jiaocai_c1-cn-10-q-06-lys.pdf_2,1080,1090,1211,0.8775,0.1225,0.9213,0.9272,0,0,,,,,,,,87.75
jiaocai_f32828acecb4282c87eaa554d2e1db74e418cd6845843012463a3324028bdd9d.pdf_9,1150,2987,3116,0.923,0.077,0.4499,1.0,0,0,,,,,,,,92.3
jiaocai_jiaocai_en_117,1191,62,178,0.3409,0.6591,0.4917,0.4348,0,0,,,,,,,,34.09
jiaocai_jiaocai_en_310,1230,1669,1790,0.7215,0.2785,0.6256,0.8067,1,1,100.0,1.0,1.0,1.0,,,,81.43
jiaocai_jiaocai_en_37,1174,581,750,0.6515,0.3485,0.1112,0.8261,1,0,0.0,0.0,0.0,0.0,,,,43.44
jiaocai_jiaocai_en_518,1271,454,477,0.9455,0.0545,0.9538,0.9721,0,0,,,,,,,,94.55
jiaocai_jiaocai_en_595,1287,1011,1044,0.9358,0.0642,0.9625,0.7794,1,1,100.0,1.0,1.0,1.0,,,,95.72
jiaocai_jiaocai_en_6,1168,478,609,0.788,0.212,0.8537,0.908,0,0,,,,,,,,78.8
jiaocai_jiaocai_en_91,1185,1265,998,0.5825,0.4175,0.6885,0.7368,1,1,100.0,1.0,1.0,1.0,,,,72.17
jiaocai_jiaocai_en_932,1354,815,857,0.9253,0.0747,0.9294,0.9377,0,0,,,,,,,,92.53
jiaocaineedrop_2005_QP.pdf_5,1479,567,475,0.6674,0.3326,0.7697,0.8958,1,1,100.0,1.0,1.0,1.0,,,,77.82
jiaocaineedrop_2017.pdf_0,1489,769,1257,0.5386,0.4614,0.5893,0.9412,1,1,100.0,1.0,1.0,1.0,,,,69.24
jiaocaineedrop_20608808.pdf_0,1525,2710,3020,0.7358,0.2642,0.5948,0.9289,1,1,100.0,1.0,1.0,1.0,5,0.9082,4,83.79
jiaocaineedrop_33137159.pdf_3,1529,784,939,0.7134,0.2866,0.657,0.8603,1,1,100.0,1.0,1.0,1.0,8,0.3189,0,72.72
jiaocaineedrop_38247658.pdf_0,1531,1956,2523,0.5868,0.4132,0.4885,0.9536,1,1,100.0,1.0,1.0,1.0,3,0.3321,0,65.91
jiaocaineedrop_42351289.pdf_1,1532,2438,2746,0.7578,0.2422,0.7315,0.9714,1,1,100.0,1.0,1.0,1.0,2,0.8774,1,84.5
jiaocaineedrop_46.pdf_1,1452,780,1097,0.6206,0.3794,0.6404,0.9444,1,1,100.0,1.0,1.0,1.0,,,,74.71
jiaocaineedrop_55196913.pdf_0,1536,2123,2266,0.7555,0.2445,0.7861,0.9514,1,1,100.0,1.0,1.0,1.0,,,,83.7
jiaocaineedrop_5f9c4ab08cac7457e9111a30e4664920607ea2c115a1433d7be98e97e64244ca.pdf_2,1426,2560,2646,0.9611,0.0389,0.8129,0.9811,0,0,,,,,,,,96.11
jiaocaineedrop_624b60c58c9d8bfb6ff1886c2fd605d2adeb6ea4da576068201b6c6958ce93f4.pdf_8,1467,1228,1289,0.9325,0.0675,0.8145,0.9375,0,0,,,,,,,,93.25
jiaocaineedrop_7bc671081823aec9e2a6ef2a011c3fbb.pdf_20,1431,780,795,0.956,0.044,0.706,0.9434,0,0,,,,,,,,95.6
jiaocaineedrop_96657786.pdf_0,1546,2239,3164,0.6315,0.3685,0.5623,0.9148,3,3,100.0,1.0,1.0,1.0,,,,75.43
jiaocaineedrop_AMC8_V5.pdf_64,1579,500,765,0.6327,0.3673,0.615,0.8852,0,0,,,,,3,0.3081,0,55.78
jiaocaineedrop_Chap11.pdf_10,1635,1928,2368,0.7973,0.2027,0.6574,0.95,0,0,,,,,,,,79.73
jiaocaineedrop_Chapter9.pdf_46,1644,1460,1704,0.8295,0.1705,0.6764,0.9697,3,1,0.0,0.0,0.0,0.0,,,,55.3
jiaocaineedrop_Evans_PDE_Solution_Chapter_6_Second-Order_Elliptic_Equations.pdf_5,1700,1082,1287,0.7925,0.2075,0.6239,0.9706,0,0,,,,,5,0.7966,2,79.35
jiaocaineedrop_Proofs_From_The_Book(Aigner).pdf_54,2584,348,344,0.7849,0.2151,0.1243,0.8571,0,0,,,,,,,,78.49
jiaocaineedrop_bde81e42743067b574946698491d7f19.pdf_14,1594,1326,1362,0.768,0.232,0.5186,0.9483,0,0,,,,,,,,76.8
jiaocaineedrop_bio-113065.pdf_213,1597,1419,2289,0.6175,0.3825,0.4159,0.9286,0,0,,,,,,,,61.75
jiaocaineedrop_biz-96816.pdf_48,1603,1044,2992,0.3409,0.6591,0.0723,0.8103,1,1,100.0,1.0,1.0,1.0,,,,56.06
jiaocaineedrop_c04_874768_mt.pdf_6,1615,1609,1698,0.927,0.073,0.9344,1.0,0,0,,,,,,,,92.7
jiaocaineedrop_c2-ma-11-q-11-cl.pdf_2,1612,411,543,0.6685,0.3315,0.7107,0.8092,0,0,,,,,,,,66.85
jiaocaineedrop_ced6f3c05e1dfefa8455fa60aacdd2d76ffd79489b631c2dbde22a74e927544b.pdf_84,1625,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
jiaocaineedrop_chap02.pdf_16,1630,2751,4063,0.667,0.333,0.6595,0.9394,0,1,0.0,0.0,0.0,0.0,,,,44.47
jiaocaineedrop_chap10.pdf_8,1634,1537,1712,0.8407,0.1593,0.49,0.9865,0,0,,,,,,,,84.07
jiaocaineedrop_chap15.pdf_3,1638,1587,1845,0.8547,0.1453,0.7261,0.9831,0,0,,,,,,,,85.47
jiaocaineedrop_chap5.pdf_4,1633,333,606,0.5495,0.4505,0.3237,0.9778,1,1,100.0,1.0,1.0,1.0,,,,69.97
jiaocaineedrop_chem-203343.pdf_121,1650,1860,2255,0.8173,0.1827,0.5045,0.9841,0,0,,,,,13,0.2862,1,69.47
jiaocaineedrop_chem-323236.pdf_183,1654,1560,2184,0.6825,0.3175,0.2607,0.9,1,1,100.0,1.0,1.0,1.0,,,,78.84
jiaocaineedrop_chem-354334.pdf_20,1655,1696,2098,0.8065,0.1935,0.3073,0.96,2,2,100.0,1.0,1.0,1.0,,,,87.1
jiaocaineedrop_chem-436205.pdf_793,1657,1062,1995,0.4922,0.5078,0.121,0.8548,0,0,,,,,,,,49.22
jiaocaineedrop_chem-441760.pdf_165,1658,151,161,0.1925,0.8075,0.2756,0.6471,0,0,,,,,,,,19.25
jiaocaineedrop_chem-97961.pdf_128,1647,248,661,0.3697,0.6303,0.0704,0.7593,0,0,,,,,2,0.3038,0,35.45
jiaocaineedrop_eng-45646.pdf_30,1678,1203,2164,0.5494,0.4506,0.0279,0.7627,0,0,,,,,,,,54.94
jiaocaineedrop_eng_gls.pdf_6,1681,405,4794,0.0839,0.9161,0.0777,0.6176,0,0,,,,,,,,8.39
jiaocaineedrop_geo-12644.pdf_353,1714,2306,3238,0.7044,0.2956,0.3178,0.8947,0,0,,,,,,,,70.44
jiaocaineedrop_glossary.pdf_7,1717,3867,4016,0.9198,0.0802,0.7964,0.9492,0,0,,,,,,,,91.98
jiaocaineedrop_j70ke43p.pdf_69,1754,223,403,0.531,0.469,0.1789,0.807,0,0,,,,,4,0.2072,0,45.63
jiaocaineedrop_jiaocai_needrop_en_1000,1949,388,581,0.6558,0.3442,0.5552,0.9216,0,0,,,,,,,,65.58
jiaocaineedrop_jiaocai_needrop_en_101,1778,551,711,0.7851,0.2149,0.767,0.886,0,0,,,,,,,,78.51
jiaocaineedrop_jiaocai_needrop_en_1041,1957,0,22,0.0,1.0,0.0,0.0,0,0,,,,,,,,0.0
jiaocaineedrop_jiaocai_needrop_en_108,1780,385,418,0.8937,0.1063,0.8917,0.9568,0,0,,,,,,,,89.37
jiaocaineedrop_jiaocai_needrop_en_1118,1969,0,0,1.0,0.0,1.0,1.0,1,1,100.0,1.0,1.0,1.0,,,,100.0
jiaocaineedrop_jiaocai_needrop_en_1141,1974,321,405,0.6451,0.3549,0.6061,0.9009,1,1,100.0,1.0,1.0,1.0,,,,76.34
jiaocaineedrop_jiaocai_needrop_en_1175,1981,64,86,0.7529,0.2471,0.8533,0.875,0,0,,,,,,,,75.29
jiaocaineedrop_jiaocai_needrop_en_1198,1985,1657,2690,0.5498,0.4502,0.4771,0.9067,0,0,,,,,2,0.5841,0,55.77
jiaocaineedrop_jiaocai_needrop_en_1249,1995,2224,2875,0.7307,0.2693,0.6111,0.9322,0,0,,,,,,,,73.07
jiaocaineedrop_jiaocai_needrop_en_1253,1996,509,444,0.7027,0.2973,0.7996,0.8718,0,0,,,,,2,0.4312,0,64.0
jiaocaineedrop_jiaocai_needrop_en_1271,2000,674,830,0.5627,0.4373,0.7194,0.9307,1,1,100.0,1.0,1.0,1.0,,,,70.85
jiaocaineedrop_jiaocai_needrop_en_1276,2001,861,913,0.5094,0.4906,0.5738,0.9535,0,0,,,,,2,0.4352,0,49.23
jiaocaineedrop_jiaocai_needrop_en_1290,2004,3330,4738,0.5582,0.4418,0.3577,0.8915,0,0,,,,,,,,55.82
jiaocaineedrop_jiaocai_needrop_en_13,1757,351,592,0.576,0.424,0.7211,0.8462,0,0,,,,,,,,57.6
jiaocaineedrop_jiaocai_needrop_en_1303,2006,1115,1073,0.9543,0.0457,0.9771,0.9657,0,0,,,,,,,,95.43
jiaocaineedrop_jiaocai_needrop_en_1308,2007,317,463,0.5708,0.4292,0.6821,0.7673,0,0,,,,,,,,57.08
jiaocaineedrop_jiaocai_needrop_en_1344,2014,146,151,0.9073,0.0927,0.9293,0.9344,0,0,,,,,,,,90.73
jiaocaineedrop_jiaocai_needrop_en_1349,2015,1434,1797,0.6053,0.3947,0.5435,0.9,1,1,100.0,1.0,1.0,1.0,1,0.3443,0,67.15
jiaocaineedrop_jiaocai_needrop_en_1358,2017,613,748,0.837,0.163,0.4467,0.9022,1,1,100.0,1.0,1.0,1.0,,,,89.14
jiaocaineedrop_jiaocai_needrop_en_1363,2018,2211,3626,0.5169,0.4831,0.5136,0.9456,0,0,,,,,8,0.5457,0,52.36
jiaocaineedrop_jiaocai_needrop_en_1381,2022,416,471,0.7991,0.2009,0.7937,0.8521,1,1,100.0,1.0,1.0,1.0,,,,86.61
jiaocaineedrop_jiaocai_needrop_en_14,1758,254,271,0.6157,0.3843,0.7505,0.7055,0,0,,,,,,,,61.57
jiaocaineedrop_jiaocai_needrop_en_1408,2027,394,777,0.4784,0.5216,0.5722,0.7837,0,0,,,,,,,,47.84
jiaocaineedrop_jiaocai_needrop_en_1417,2029,1307,1634,0.7448,0.2552,0.7528,0.9826,4,3,0.0,0.0,0.0,0.0,,,,49.65
jiaocaineedrop_jiaocai_needrop_en_1426,2031,383,371,0.5326,0.4674,0.6233,0.898,2,2,100.0,1.0,1.0,1.0,,,,68.84
jiaocaineedrop_jiaocai_needrop_en_1435,2033,2711,3756,0.5875,0.4125,0.437,0.8889,0,0,,,,,,,,58.75
jiaocaineedrop_jiaocai_needrop_en_1449,2035,10,954,0.0105,0.9895,0.0207,0.1067,0,0,,,,,,,,1.05
jiaocaineedrop_jiaocai_needrop_en_1458,2037,6,13,0.4615,0.5385,0.6316,0.5455,0,0,,,,,,,,46.15
jiaocaineedrop_jiaocai_needrop_en_1473,2040,2353,3081,0.6763,0.3237,0.7218,0.9631,1,1,100.0,1.0,1.0,1.0,,,,78.42
jiaocaineedrop_jiaocai_needrop_en_1478,2041,610,854,0.7457,0.2543,0.597,0.8527,1,1,100.0,1.0,1.0,1.0,,,,83.05
jiaocaineedrop_jiaocai_needrop_en_1496,2045,80,50,0.0,1.0,0.3077,0.4483,0,0,,,,,12,0.6938,4,16.01
jiaocaineedrop_jiaocai_needrop_en_1509,2047,493,518,0.9477,0.0523,0.9654,0.9808,0,0,,,,,,,,94.77
jiaocaineedrop_jiaocai_needrop_en_1523,2050,304,350,0.84,0.16,0.8991,0.9247,0,0,,,,,,,,84.0
jiaocaineedrop_jiaocai_needrop_en_1539,2053,521,552,0.8022,0.1978,0.8276,0.9017,0,0,,,,,2,0.5,1,73.24
jiaocaineedrop_jiaocai_needrop_en_1544,2054,1087,1163,0.8872,0.1128,0.9244,0.9691,0,0,,,,,,,,88.72
jiaocaineedrop_jiaocai_needrop_en_155,1788,1053,1266,0.8915,0.1085,0.8987,0.9785,0,0,,,,,,,,89.15
jiaocaineedrop_jiaocai_needrop_en_1564,2057,2655,3274,0.6811,0.3189,0.6568,0.9458,0,0,,,,,,,,68.11
jiaocaineedrop_jiaocai_needrop_en_16,1759,290,429,0.7247,0.2753,0.6231,0.96,0,0,,,,,,,,72.47
jiaocaineedrop_jiaocai_needrop_en_1608,2065,1349,1411,0.9369,0.0631,0.9384,0.9805,0,0,,,,,,,,93.69
jiaocaineedrop_jiaocai_needrop_en_1669,2077,522,821,0.6212,0.3788,0.7312,0.8268,0,0,,,,,,,,62.12
jiaocaineedrop_jiaocai_needrop_en_1719,2087,692,730,0.9356,0.0644,0.9339,0.9439,0,0,,,,,,,,93.56
jiaocaineedrop_jiaocai_needrop_en_1751,2094,838,1139,0.6918,0.3082,0.7324,0.8909,0,0,,,,,,,,69.18
jiaocaineedrop_jiaocai_needrop_en_1761,2096,822,1849,0.3988,0.6012,0.3092,0.9155,0,0,,,,,,,,39.88
jiaocaineedrop_jiaocai_needrop_en_1776,2099,5,12,0.4167,0.5833,0.5882,0.4167,0,0,,,,,,,,41.67
jiaocaineedrop_jiaocai_needrop_en_1812,2106,163,394,0.4112,0.5888,0.5817,0.5802,0,0,,,,,,,,41.12
jiaocaineedrop_jiaocai_needrop_en_1826,2109,6,8,0.8571,0.1429,0.8571,0.8571,2,2,100.0,1.0,1.0,1.0,,,,90.48
jiaocaineedrop_jiaocai_needrop_en_1836,2111,1172,1545,0.7642,0.2358,0.8193,0.9183,0,0,,,,,,,,76.42
jiaocaineedrop_jiaocai_needrop_en_1840,2112,606,649,0.8934,0.1066,0.8287,0.9726,0,0,,,,,,,,89.34
jiaocaineedrop_jiaocai_needrop_en_188,1792,1345,1499,0.6179,0.3821,0.6301,0.9471,0,0,,,,,,,,61.79
jiaocaineedrop_jiaocai_needrop_en_1884,2119,902,958,0.8205,0.1795,0.857,0.9424,0,0,,,,,,,,82.05
jiaocaineedrop_jiaocai_needrop_en_1898,2122,494,714,0.6695,0.3305,0.1341,0.913,1,1,100.0,1.0,1.0,1.0,,,,77.96
jiaocaineedrop_jiaocai_needrop_en_1910,2125,1252,1463,0.7813,0.2187,0.6247,0.9435,1,1,100.0,1.0,1.0,1.0,3,0.5846,0,80.93
jiaocaineedrop_jiaocai_needrop_en_1920,2127,1138,1865,0.4191,0.5809,0.5348,0.9729,2,1,0.0,0.0,0.0,0.0,,,,27.94
jiaocaineedrop_jiaocai_needrop_en_194,1794,224,299,0.588,0.412,0.5392,0.7222,1,1,100.0,1.0,1.0,1.0,,,,72.54
jiaocaineedrop_jiaocai_needrop_en_1959,2133,403,393,0.8957,0.1043,0.8794,0.9614,1,1,100.0,1.0,1.0,1.0,,,,93.04
jiaocaineedrop_jiaocai_needrop_en_1972,2136,844,1345,0.6153,0.3847,0.4842,0.8414,0,0,,,,,,,,61.53
jiaocaineedrop_jiaocai_needrop_en_2002,2142,878,889,0.9831,0.0169,0.987,0.9895,0,0,,,,,,,,98.31
jiaocaineedrop_jiaocai_needrop_en_2017,2145,583,667,0.5067,0.4933,0.72,0.9247,0,0,,,,,,,,50.67
jiaocaineedrop_jiaocai_needrop_en_2031,2148,108,200,0.5,0.5,0.6623,0.686,0,0,,,,,,,,50.0
jiaocaineedrop_jiaocai_needrop_en_2036,2149,424,698,0.6332,0.3668,0.6328,0.8704,0,0,,,,,,,,63.32
jiaocaineedrop_jiaocai_needrop_en_206,1795,1124,1405,0.7796,0.2204,0.8454,0.9286,0,0,,,,,,,,77.96
jiaocaineedrop_jiaocai_needrop_en_2100,2161,369,454,0.7797,0.2203,0.8433,0.9235,0,0,,,,,,,,77.97
jiaocaineedrop_jiaocai_needrop_en_2124,2164,1126,1286,0.7766,0.2234,0.8333,0.9796,1,1,100.0,1.0,1.0,1.0,,,,85.11
jiaocaineedrop_jiaocai_needrop_en_2183,2176,672,831,0.5693,0.4307,0.7279,0.9461,1,1,100.0,1.0,1.0,1.0,,,,71.29
jiaocaineedrop_jiaocai_needrop_en_2193,2178,816,1107,0.7022,0.2978,0.7259,0.9014,0,0,,,,,,,,70.22
jiaocaineedrop_jiaocai_needrop_en_2198,2179,772,1735,0.4354,0.5646,0.0295,0.8103,0,0,,,,,,,,43.54
jiaocaineedrop_jiaocai_needrop_en_2211,2182,1224,1674,0.6433,0.3567,0.5714,0.9315,1,1,100.0,1.0,1.0,1.0,1,0.0485,0,64.32
jiaocaineedrop_jiaocai_needrop_en_223,1800,1701,1810,0.8473,0.1527,0.626,0.8452,0,0,,,,,,,,84.73
jiaocaineedrop_jiaocai_needrop_en_2234,2186,18,0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,0.0,0.0,,,,0.0
jiaocaineedrop_jiaocai_needrop_en_2263,2191,1211,1598,0.5654,0.4346,0.3005,0.8165,0,0,,,,,,,,56.54
jiaocaineedrop_jiaocai_needrop_en_2272,2193,349,370,0.6193,0.3807,0.6565,0.825,0,1,0.0,0.0,0.0,0.0,,,,41.29
jiaocaineedrop_jiaocai_needrop_en_2360,2211,613,643,0.9331,0.0669,0.7818,0.9819,3,3,100.0,1.0,1.0,1.0,,,,95.54
jiaocaineedrop_jiaocai_needrop_en_237,1802,794,1184,0.6561,0.3439,0.7533,0.8039,1,0,0.0,0.0,0.0,0.0,,,,43.74
jiaocaineedrop_jiaocai_needrop_en_2374,2213,1594,1747,0.8974,0.1026,0.7525,0.991,0,0,,,,,,,,89.74
jiaocaineedrop_jiaocai_needrop_en_2399,2218,19,12,0.3333,0.6667,0.7097,0.5625,1,1,100.0,1.0,1.0,1.0,,,,55.56
jiaocaineedrop_jiaocai_needrop_en_2412,2221,1308,1830,0.6339,0.3661,0.5953,0.9577,0,0,,,,,,,,63.39
jiaocaineedrop_jiaocai_needrop_en_2444,2227,963,1115,0.8278,0.1722,0.8643,0.8777,0,0,,,,,,,,82.78
jiaocaineedrop_jiaocai_needrop_en_2449,2228,440,574,0.3986,0.6014,0.5819,0.8632,1,1,100.0,1.0,1.0,1.0,,,,59.9
jiaocaineedrop_jiaocai_needrop_en_2496,2238,595,686,0.7843,0.2157,0.6948,0.9463,0,0,,,,,,,,78.43
jiaocaineedrop_jiaocai_needrop_en_250,1804,535,554,0.7347,0.2653,0.8393,0.9633,0,0,,,,,2,0.249,0,62.26
jiaocaineedrop_jiaocai_needrop_en_2509,2240,521,605,0.8364,0.1636,0.6341,0.6522,0,0,,,,,,,,83.64
jiaocaineedrop_jiaocai_needrop_en_2518,2242,755,807,0.404,0.596,0.1063,0.6933,0,0,,,,,,,,40.4
jiaocaineedrop_jiaocai_needrop_en_2527,2244,1743,1935,0.7858,0.2142,0.7466,0.962,0,0,,,,,,,,78.58
jiaocaineedrop_jiaocai_needrop_en_2540,2247,1235,1809,0.5736,0.4264,0.5112,0.8691,1,1,100.0,1.0,1.0,1.0,,,,71.57
jiaocaineedrop_jiaocai_needrop_en_2554,2249,475,507,0.7421,0.2579,0.8248,0.8789,1,1,100.0,1.0,1.0,1.0,,,,82.8
jiaocaineedrop_jiaocai_needrop_en_2559,2250,1886,2387,0.669,0.331,0.5673,0.9588,0,0,,,,,,,,66.9
jiaocaineedrop_jiaocai_needrop_en_2591,2257,2738,3787,0.6197,0.3803,0.4472,0.9259,0,0,,,,,,,,61.97
jiaocaineedrop_jiaocai_needrop_en_2604,2259,4427,6174,0.5959,0.4041,0.3373,0.8804,0,0,,,,,,,,59.59
jiaocaineedrop_jiaocai_needrop_en_2623,2263,396,459,0.8184,0.1816,0.8257,0.8609,0,0,,,,,,,,81.84
jiaocaineedrop_jiaocai_needrop_en_2652,2269,377,445,0.4151,0.5849,0.4477,0.8428,1,1,100.0,1.0,1.0,1.0,,,,61.01
jiaocaineedrop_jiaocai_needrop_en_2680,2275,711,752,0.8311,0.1689,0.8749,0.9553,0,0,,,,,,,,83.11
jiaocaineedrop_jiaocai_needrop_en_2718,2282,583,633,0.8894,0.1106,0.9128,0.9028,0,0,,,,,4,0.5305,0,80.66
jiaocaineedrop_jiaocai_needrop_en_2732,2285,2462,3213,0.6387,0.3613,0.6544,0.9034,0,0,,,,,,,,63.87
jiaocaineedrop_jiaocai_needrop_en_2755,2290,714,843,0.5909,0.4091,0.7514,0.9492,1,1,100.0,1.0,1.0,1.0,,,,72.73
jiaocaineedrop_jiaocai_needrop_en_276,1808,598,667,0.8876,0.1124,0.9296,0.9195,0,0,,,,,,,,88.76
jiaocaineedrop_jiaocai_needrop_en_2820,2303,1351,2275,0.5218,0.4782,0.4076,0.9083,0,0,,,,,,,,52.18
jiaocaineedrop_jiaocai_needrop_en_2825,2304,598,876,0.5509,0.4491,0.4206,0.9357,0,0,,,,,,,,55.09
jiaocaineedrop_jiaocai_needrop_en_2839,2306,862,1190,0.7153,0.2847,0.771,0.9119,1,1,100.0,1.0,1.0,1.0,,,,81.02
jiaocaineedrop_jiaocai_needrop_en_2884,2315,239,568,0.3891,0.6109,0.4164,0.8182,1,1,100.0,1.0,1.0,1.0,,,,59.27
jiaocaineedrop_jiaocai_needrop_en_2893,2317,671,981,0.6346,0.3654,0.6695,0.8776,0,0,,,,,2,0.3868,0,57.74
jiaocaineedrop_jiaocai_needrop_en_2901,2319,1219,1484,0.557,0.443,0.4144,0.9385,2,2,100.0,1.0,1.0,1.0,,,,70.47
jiaocaineedrop_jiaocai_needrop_en_2968,2331,838,982,0.4338,0.5662,0.6,0.9447,1,1,100.0,1.0,1.0,1.0,,,,62.25
jiaocaineedrop_jiaocai_needrop_en_2982,2334,1009,1285,0.5962,0.4038,0.5623,0.8859,0,0,,,,,,,,59.62
jiaocaineedrop_jiaocai_needrop_en_2991,2336,76,304,0.2491,0.7509,0.3789,0.297,0,0,,,,,,,,24.91
jiaocaineedrop_jiaocai_needrop_en_3009,2339,642,797,0.6322,0.3678,0.6796,0.9024,0,0,,,,,7,0.2123,0,53.53
jiaocaineedrop_jiaocai_needrop_en_3013,2340,355,470,0.7457,0.2543,0.6133,0.94,0,0,,,,,,,,74.57
jiaocaineedrop_jiaocai_needrop_en_3063,2350,2615,2737,0.5221,0.4779,0.4159,0.9441,0,0,,,,,3,0.4055,0,49.52
jiaocaineedrop_jiaocai_needrop_en_3114,2360,326,776,0.4072,0.5928,0.0363,0.8654,1,1,100.0,1.0,1.0,1.0,,,,60.48
jiaocaineedrop_jiaocai_needrop_en_3146,2367,793,1159,0.6155,0.3845,0.4826,0.9296,2,2,100.0,1.0,1.0,1.0,,,,74.36
jiaocaineedrop_jiaocai_needrop_en_3173,2372,326,342,0.9176,0.0824,0.9012,0.9212,0,0,,,,,,,,91.76
jiaocaineedrop_jiaocai_needrop_en_3222,2382,309,442,0.6493,0.3507,0.7696,0.8527,0,0,,,,,,,,64.93
jiaocaineedrop_jiaocai_needrop_en_3274,2392,501,668,0.7278,0.2722,0.7682,0.8867,1,1,100.0,1.0,1.0,1.0,,,,81.86
jiaocaineedrop_jiaocai_needrop_en_3303,2396,393,334,0.6257,0.3743,0.7593,0.848,0,0,,,,,8,0.011,0,48.39
jiaocaineedrop_jiaocai_needrop_en_3313,2398,992,1054,0.8839,0.1161,0.9022,0.9745,0,0,,,,,,,,88.39
